Capacity (MW),,,"Count ""off"" Init (h)",,,"Count ""on"" Init (h)",,,No Load Cost ($),,,,,,Ramp Up Limit (MW/h),,,,,,Ramp Down Limit (MW/h),,,,,,Min. Down Time (h),,,,,,Min. Up Time (h),,,,,,Min. Output (MW),,,,,,Output at t=0 (MW),,,Cost ($/MW):,,,,,,,,Output Block (MW):,,,,,Start-up Cost ($):,,,,,,,,Start-up Blocks (h):,,,,,,,,,,,,,,,,,Start-up Cost($),
,column1,,,column1,,,column1,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,column1,,,,,tr1,tr2,tr3,tr4,,,b1,b2,b3,,,,,tr1,tr2,tr3,tr4,,,j1,j2,j3,j4,j5,j6,j7,j8,,,,,,,StartUp,,,Column1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i43,.,j6,102.8571429,485.1428571,102.8571429,102.8571429,,,,,,,,,,,,,,,102.8571429,1,102.8571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i43,.,j7,111.4285714,525.5714286,111.4285714,111.4285714,,,,,,,,,,,,,,,111.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i43,.,j8,120,566,120,120,,,,,,,,,,,,,,,120,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i44,.,j1,110,387.5,110,110,,,,,,,,,,,,,,,110,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i44,.,j2,127.1428571,442.8571429,127.1428571,127.1428571,,,,,,,,,,,,,,,127.1428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i44,.,j3,144.2857143,498.2142857,144.2857143,144.2857143,,,,,,,,,,,,,,,144.2857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i44,.,j4,161.4285714,553.5714286,161.4285714,161.4285714,,,,,,,,,,,,,,,161.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i44,.,j5,178.5714286,608.9285714,178.5714286,178.5714286,,,,,,,,,,,,,,,178.5714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i44,.,j6,195.7142857,664.2857143,195.7142857,195.7142857,,,,,,,,,,,,,,,195.7142857,1,195.7142857,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i44,.,j7,212.8571429,719.6428571,212.8571429,212.8571429,,,,,,,,,,,,,,,212.8571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i44,.,j8,230,775,230,230,,,,,,,,,,,,,,,230,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,j1,110,387.5,110,110,,,,,,,,,,,,,,,110,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,j2,127.1428571,442.8571429,127.1428571,127.1428571,,,,,,,,,,,,,,,127.1428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,j3,144.2857143,498.2142857,144.2857143,144.2857143,,,,,,,,,,,,,,,144.2857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,j4,161.4285714,553.5714286,161.4285714,161.4285714,,,,,,,,,,,,,,,161.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,j5,178.5714286,608.9285714,178.5714286,178.5714286,,,,,,,,,,,,,,,178.5714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,j6,195.7142857,664.2857143,195.7142857,195.7142857,,,,,,,,,,,,,,,195.7142857,1,195.7142857,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,j7,212.8571429,719.6428571,212.8571429,212.8571429,,,,,,,,,,,,,,,212.8571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,j8,230,775,230,230,,,,,,,,,,,,,,,230,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,j1,110,387.5,110,110,,,,,,,,,,,,,,,110,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,j2,127.1428571,442.8571429,127.1428571,127.1428571,,,,,,,,,,,,,,,127.1428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,j3,144.2857143,498.2142857,144.2857143,144.2857143,,,,,,,,,,,,,,,144.2857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,j4,161.4285714,553.5714286,161.4285714,161.4285714,,,,,,,,,,,,,,,161.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,j5,178.5714286,608.9285714,178.5714286,178.5714286,,,,,,,,,,,,,,,178.5714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,j6,195.7142857,664.2857143,195.7142857,195.7142857,,,,,,,,,,,,,,,195.7142857,1,195.7142857,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,j7,212.8571429,719.6428571,212.8571429,212.8571429,,,,,,,,,,,,,,,212.8571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,j8,230,775,230,230,,,,,,,,,,,,,,,230,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,j1,20,34,20,20,,,,,,,,,,,,,,,20,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,j2,22.85714286,38.85714286,22.85714286,22.85714286,,,,,,,,,,,,,,,22.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,j3,25.71428571,43.71428571,25.71428571,25.71428571,,,,,,,,,,,,,,,25.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,j4,28.57142857,48.57142857,28.57142857,28.57142857,,,,,,,,,,,,,,,28.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,j5,31.42857143,53.42857143,31.42857143,31.42857143,,,,,,,,,,,,,,,31.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,j6,34.28571429,58.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,1,34.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,j7,37.14285714,63.14285714,37.14285714,37.14285714,,,,,,,,,,,,,,,37.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,j8,40,68,40,40,,,,,,,,,,,,,,,40,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,j1,20,34,20,20,,,,,,,,,,,,,,,20,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,j2,22.85714286,38.85714286,22.85714286,22.85714286,,,,,,,,,,,,,,,22.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,j3,25.71428571,43.71428571,25.71428571,25.71428571,,,,,,,,,,,,,,,25.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,j4,28.57142857,48.57142857,28.57142857,28.57142857,,,,,,,,,,,,,,,28.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,j5,31.42857143,53.42857143,31.42857143,31.42857143,,,,,,,,,,,,,,,31.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,j6,34.28571429,58.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,1,34.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,j7,37.14285714,63.14285714,37.14285714,37.14285714,,,,,,,,,,,,,,,37.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,j8,40,68,40,40,,,,,,,,,,,,,,,40,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,j1,20,34,20,20,,,,,,,,,,,,,,,20,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,j2,22.85714286,38.85714286,22.85714286,22.85714286,,,,,,,,,,,,,,,22.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,j3,25.71428571,43.71428571,25.71428571,25.71428571,,,,,,,,,,,,,,,25.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,j4,28.57142857,48.57142857,28.57142857,28.57142857,,,,,,,,,,,,,,,28.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,j5,31.42857143,53.42857143,31.42857143,31.42857143,,,,,,,,,,,,,,,31.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,j6,34.28571429,58.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,1,34.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,j7,37.14285714,63.14285714,37.14285714,37.14285714,,,,,,,,,,,,,,,37.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,j8,40,68,40,40,,,,,,,,,,,,,,,40,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,j1,20,34,20,20,,,,,,,,,,,,,,,20,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,j2,22.85714286,38.85714286,22.85714286,22.85714286,,,,,,,,,,,,,,,22.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,j3,25.71428571,43.71428571,25.71428571,25.71428571,,,,,,,,,,,,,,,25.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,j4,28.57142857,48.57142857,28.57142857,28.57142857,,,,,,,,,,,,,,,28.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,j5,31.42857143,53.42857143,31.42857143,31.42857143,,,,,,,,,,,,,,,31.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,j6,34.28571429,58.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,1,34.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,j7,37.14285714,63.14285714,37.14285714,37.14285714,,,,,,,,,,,,,,,37.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,j8,40,68,40,40,,,,,,,,,,,,,,,40,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,j1,20,34,20,20,,,,,,,,,,,,,,,20,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,j2,22.85714286,38.85714286,22.85714286,22.85714286,,,,,,,,,,,,,,,22.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,j3,25.71428571,43.71428571,25.71428571,25.71428571,,,,,,,,,,,,,,,25.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,j4,28.57142857,48.57142857,28.57142857,28.57142857,,,,,,,,,,,,,,,28.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,j5,31.42857143,53.42857143,31.42857143,31.42857143,,,,,,,,,,,,,,,31.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,j6,34.28571429,58.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,1,34.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,j7,37.14285714,63.14285714,37.14285714,37.14285714,,,,,,,,,,,,,,,37.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,j8,40,68,40,40,,,,,,,,,,,,,,,40,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,j1,562,524.15,562,562,,,,,,,,,,,,,,,562,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,j2,775.7142857,599.0285714,775.7142857,775.7142857,,,,,,,,,,,,,,,775.7142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,j3,989.4285714,673.9071429,989.4285714,989.4285714,,,,,,,,,,,,,,,989.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,j4,1203.142857,748.7857143,1203.142857,1203.142857,,,,,,,,,,,,,,,1203.142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,j5,1416.857143,823.6642857,1416.857143,1416.857143,,,,,,,,,,,,,,,1416.857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,j6,1630.571429,898.5428571,1630.571429,1630.571429,,,,,,,,,,,,,,,1630.571429,1,1630.571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,j7,1844.285714,973.4214286,1844.285714,1844.285714,,,,,,,,,,,,,,,1844.285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,j8,2058,1048.3,2058,2058,,,,,,,,,,,,,,,2058,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,j1,562,524.15,562,562,,,,,,,,,,,,,,,562,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,j2,775.7142857,599.0285714,775.7142857,775.7142857,,,,,,,,,,,,,,,775.7142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,j3,989.4285714,673.9071429,989.4285714,989.4285714,,,,,,,,,,,,,,,989.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,j4,1203.142857,748.7857143,1203.142857,1203.142857,,,,,,,,,,,,,,,1203.142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,j5,1416.857143,823.6642857,1416.857143,1416.857143,,,,,,,,,,,,,,,1416.857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,j6,1630.571429,898.5428571,1630.571429,1630.571429,,,,,,,,,,,,,,,1630.571429,1,1630.571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,j7,1844.285714,973.4214286,1844.285714,1844.285714,,,,,,,,,,,,,,,1844.285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,j8,2058,1048.3,2058,2058,,,,,,,,,,,,,,,2058,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,j1,35000,20000,35000,35000,,,,,,,,,,,,,,,35000,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,j2,35714.28571,22857.14286,35714.28571,35714.28571,,,,,,,,,,,,,,,35714.28571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,j3,36428.57143,25714.28571,36428.57143,36428.57143,,,,,,,,,,,,,,,36428.57143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,j4,37142.85714,28571.42857,37142.85714,37142.85714,,,,,,,,,,,,,,,37142.85714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,j5,37857.14286,31428.57143,37857.14286,37857.14286,,,,,,,,,,,,,,,37857.14286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,j6,38571.42857,34285.71429,38571.42857,38571.42857,,,,,,,,,,,,,,,38571.42857,1,38571.42857,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,j7,39285.71429,37142.85714,39285.71429,39285.71429,,,,,,,,,,,,,,,39285.71429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,j8,40000,40000,40000,40000,,,,,,,,,,,,,,,40000,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,j1,35000,20000,35000,35000,,,,,,,,,,,,,,,35000,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,j2,35714.28571,22857.14286,35714.28571,35714.28571,,,,,,,,,,,,,,,35714.28571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,j3,36428.57143,25714.28571,36428.57143,36428.57143,,,,,,,,,,,,,,,36428.57143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,j4,37142.85714,28571.42857,37142.85714,37142.85714,,,,,,,,,,,,,,,37142.85714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,j5,37857.14286,31428.57143,37857.14286,37857.14286,,,,,,,,,,,,,,,37857.14286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,j6,38571.42857,34285.71429,38571.42857,38571.42857,,,,,,,,,,,,,,,38571.42857,1,38571.42857,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,j7,39285.71429,37142.85714,39285.71429,39285.71429,,,,,,,,,,,,,,,39285.71429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,j8,40000,40000,40000,40000,,,,,,,,,,,,,,,40000,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,j1,30,30,30,30,,,,,,,,,,,,,,,30,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,j2,34.28571429,34.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,j3,38.57142857,38.57142857,38.57142857,38.57142857,,,,,,,,,,,,,,,38.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,j4,42.85714286,42.85714286,42.85714286,42.85714286,,,,,,,,,,,,,,,42.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,j5,47.14285714,47.14285714,47.14285714,47.14285714,,,,,,,,,,,,,,,47.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,j6,51.42857143,51.42857143,51.42857143,51.42857143,,,,,,,,,,,,,,,51.42857143,1,51.42857143,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,j7,55.71428571,55.71428571,55.71428571,55.71428571,,,,,,,,,,,,,,,55.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,j8,60,60,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,j1,30,30,30,30,,,,,,,,,,,,,,,30,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,j2,34.28571429,34.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,j3,38.57142857,38.57142857,38.57142857,38.57142857,,,,,,,,,,,,,,,38.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,j4,42.85714286,42.85714286,42.85714286,42.85714286,,,,,,,,,,,,,,,42.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,j5,47.14285714,47.14285714,47.14285714,47.14285714,,,,,,,,,,,,,,,47.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,j6,51.42857143,51.42857143,51.42857143,51.42857143,,,,,,,,,,,,,,,51.42857143,1,51.42857143,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,j7,55.71428571,55.71428571,55.71428571,55.71428571,,,,,,,,,,,,,,,55.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,j8,60,60,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i58,.,j1,30,30,30,30,,,,,,,,,,,,,,,30,0,0,,,
